date,year,type,country,area,location,activity,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,hour,type_spec
13 or 30-May-1967,1967,Provoked,AUSTRALIA,South Australia,Outer Harbor,,M,30,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,N,Morning,BRONZE WHALER SHARK,"J. Green, p.36; H. D. Baldridge (1994) SAF Case #1464",,
09-May-1967,1967,Provoked,AUSTRALIA,,Aquarium,Feeding a shark,M,22,Recorded as PROVOKED INCIDENT,N,Afternoon,GREY NURSE SHARK,H.D.Baldridge (1994) SAF Case #1536,,
Apr-1967,1967,Provoked,UNITED KINGDOM,Gibraltar,,Fishing,M,60,Tooth knocked out by hooked shark PROVOKED INCIDENT,N,,NAN,C. Moore. GSAF,,WHITE
20-Mar-1967,1967,Provoked,NEW ZEALAND,North Island,Leigh,Freediving,M,21,Abrasions to lower leg Recorded as PROVOKED INCIDENT,N,Afternoon,NAN,H.D. Baldridge (1994) SAF Case #1521,,NURSE
19-Mar-1967,1967,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,Spearfishing,M,32,"Punctures in right buttock & thigh, abrasion on right forearm",N,06h50,"WHITE SHARK, 3 M [10'] ","L. Jones, M. Levine, GSAF;. D'Aubrey, ORI",06,
12-Mar-1967,1967,Provoked,AUSTRALIA,Victoria,Geelong,Spearfishing,M,36,Speared shark lacerated his arm PROVOKED INCIDENT,N,15h00,GREY NURSE SHARK,"H.D. Baldridge, SAF Case #1466",15,WHITE
10-Mar-1967,1967,Invalid,AUSTRALIA,New South Wales,"Dover Heights, Sydney",Vehicle plunged over cliff into the water,,,"Fatal or scavenging by ""a pack of sharks""",Y,,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,Evening Express (Cardiff),,
09-Mar-1967,1967,Unprovoked,NEW ZEALAND,South Island,St. Kilda Beach,Lifesaving drill,M,21,"FATAL, seen taken by a shark ",Y,19h45,THOUGHT TO INVOLVE A WHITE SHARK,"R.D. Weeks, GSAF; J. Garrick; West Australian (Perth), 3/10/1967",19,
01-Mar-1967,1967,Unprovoked,PAPUA NEW GUINEA,New Britain,"Barawon Beach, near Rabaul",,M,14,Leg bitten,N,,3.7 M [12'] SHARK,"F. Dennis, p.23; H.D. Baldridge (1994) SAF Case #1534",,WHITE
06-Feb-1967,1967,Sea Disaster,MEXICO,Veracruz,Cabo Rojo,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,,FATAL,Y,14h00,NAN,"Brownsville Herald, 1/28/1968",14,SAND
27-Jan-1967,1967,Boat,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing for rock lobster,,,"Holed & sank boat, 1 man flung into water but ignored by the shark",Y,,WHITE SHARK OR THRESHER SHARK,GSAF,,
22-Jan-1967,1967,Provoked,SOUTH AFRICA,Western Cape Province,Whittle Rock False Bay,Spearfishing Competition,M,,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",Y,,2.1 M [7'] SANDTIGER SHARK,"H.D. Baldridge, p.128",,SAND
21-Jan-1967,1967,Unprovoked,MOZAMBIQUE,Bay of Maputo,Xefina Island,Swimming in the channel,M,31,Right leg severely lacerated,N,,NAN,"M. Levine, GSAF",,
06-Jan-1967,1967,Provoked,AUSTRALIA,Victoria,Goolwa,Splashing,M,15,Foot bitten when he kicked shark PROVOKED INCIDENT,N,,"""SAND SHARK""",H.D.Baldridge (1994) SAF Case #1465,,NURSE
31-Dec-1966,1966,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,30,"6"" laceration to left forearm ",Y,,2.1 M [7'] SHARK,"J. Green, p.35; Sun (Sydney), 1/3/1967",,NURSE
27-Dec-1966,1966,Provoked,AUSTRALIA,New South Wales,South West Rocks,Spearfishing,M,29,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,Y,,"GREY NURSE SHARK, 1.5 M [5'] ","Sun (Sydney), 12/29/1966; J. Green, p.36; H.D. Baldridge, p.166 ",,
27-Dec-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Trial Bay,Spearfishing,M,19,Right hand lacerated,N,,"GREY NURSE SHARK, 1.5 M [5']","Sun (Sydney), 12/29/1966; J. Green, p.36",,
26-Dec-1966,1966,Unprovoked,SINGAPORE,,Singapore,Wading,M,39,Thigh bitten,N,Afternoon,NAN,"H.D. Baldridge, SAF Case #1458",,
26-Dec-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Coogee,Spearfishing,M,29,Right leg bitten,N,,1.8 M [6'] SHARK,"Sun (Sydney), 12/29/1966; H.D. Baldridge, p.137",,
14-Nov-1966,1966,Unprovoked,THAILAND,,,,,28,No details,N,,NAN,H.D. Baldridge (1994) SAF Case #1509,,
Early Nov-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,,FATAL,Y,,3.7 M [12'] SHARK,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23",,
30-Oct-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Lamassa Island, 16 miles from Lambom Island",Swimming,F,13,FATAL,Y,Morning,3.7 M [12'] SHARK,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23",,BRONZE
19-Oct-1966,1966,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",Bathing,F,,FATAL,Y,09h00,3.7 M [12'] SHARK,"A. McNaught; Times-Courier (Lae, PNG), 12/10/1966; F. Dennis, p.23",09,
27-Sep-1966,1966,Unprovoked,AUSTRALIA,Queensland,"Broomfield Island, 11 miles from Heron Island on the Great Barrier Reef","Free diving, carrying speargun",M,32,Shoulder lacerated,N,16h45,"BRONZE WHALER SHARK, 2.1 M [7'], A TOOTH WAS EMBEDDED IN THE SPEARGUN ","B. Dawson, J.Green, pp.50-52; The Cairns Post, 9/28/1966 (Note: the  press erroneously reported the diver's name as Davidson.)",16,
19-Sep-1966,1966,Provoked,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,20,Left elbow or hand bitten PROVOKED INCIDENT,Y,,NAN,"Japan Times, 9/23/1966; Mainichi News, 9/25/1966 edtion",,
18-Sep-1966,1966,Invalid,AUSTRALIA,Western Australia,"Little Beach Reef, Bremer Bay",Spearfishing,M,," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",N,,INVALID,"The West Australian (Perth), 9/14/1966; D. H.Baldridge, p.136; SAF Case #1424",,
13-Sep-1966,1966,Provoked,AUSTRALIA,Western Australia,Albany,Spearfishing,M,,Involved a speared shark but no other details PROVOKED INCIDENT,N,Late afternoon,NAN,"H.D.Baldridge, SAF Case #1425",,NURSE
10-Sep-1966,1966,Unprovoked,AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,Spearfishing,M,43,No injury,N,12h00,"MAKO SHARK, 1.9 M [6.5'] ","The West Australian (Perth), 9/14/1966; H.D.Baldridge, p.136",12,
8-Sep-1966,1966,Provoked,USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,M,14,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,,"NURSE SHARK, 2.5' ","San Antonio Express, 9/9/1966",,
Sep- 1966,1966,Invalid,BAHAMAS,Bimini Islands,Tongue of the Ocean,Diving / UW photography,M,,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",N,,INVALID, ISAF Case #1421,,
28-Aug-1966,1966,Boat,AUSTRALIA,Northern Territory,Darwin Harbour,,M,,"No injury to occupant. Shark struck vessel, jamming centreboard",N,,NAN,"Adelaide Advertiser, 9/1/1966; SAF Case #1426",,
27-Aug-1966,1966,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Netting sharks,M,,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",N,,INVALID,ISAF Case #1439,,
27-Aug-1966,1966,Unprovoked,BAHAMAS,Bimini Islands,,Snorkeling,F,18,"Survived, no details",N,17h00,NAN,"P. Gilbert & H.D. Baldridge, SAF Case #1433",17,
23-Aug-1966,1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Swimming,F,13,FATAL,Y,Midday,A PACK OF 6 SHARKS,"Age (Melbourne), Hudderfield Daily Examiner (Yorkshire), Evening Press (Dublin), 8/23/196;; Irish News (Belfast), 8/24/1966; A. MacCormick, p.161",,WHITE
23-Aug-1966,1966,Unprovoked,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",Diving into water,F,,FATAL,Y,Midday,A PACK OF 6 SHARKS,"Age (Melbourne), Hudderfield Daily Examiner (Yorkshire), Evening Press (Dublin), 8/23/1966; Irish News (Belfast), 8/24/1966; A. MacCormick, p.161",,
16-Aug-1966,1966,Unprovoked,CROATIA,Primorje-Gorski Kotar County ,Bakar,Swimming,M,33,FATAL,Y,,WHITE SHARK,"R. Rocconi; A. De Maddalena & C. Moore, GSAF",,
14-Aug-1966,1966,Unprovoked,TAIWAN,,Ye Leow,Lobster diving using Scuba,M,,"No injury, but shark struck his calf",N,17h30,1.5 M TO 2.1 M  [5' TO 7'] SHARK,"H.D.Baldridge, p.184",17,
13-Aug-1966,1966,Unprovoked,ITALY,Taranto province,"Pulsano, near Taranto",Attacked shark with fists,M,21,Arm lacerated,N,,"""SMALL SHARK""","Evening Standard (London) 8/13/1966; Sunday Express (London), 8/14/1966",,SPINNER
Mid Aug-1966,1966,Invalid,USA,Delaware,Fenwick Island,Spearfishing on Scuba,M,26,"No attack, no injury, shark took speared fish & approached diver closely ",N,17h00,INVALID,H.D. Baldridge (1994) SAF Case #1440,17,SAND
Aug-1966,1966,Unprovoked,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,M,,"No injury, mother lifted him from the water",Y,15h00,SPINNER OR BLACKTIP SHARKS,"M. Vorenberg, GSAF",15,
31-Jul-1966,1966,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving for sand dollars,M,16,Dorsum of right foot grazed,N,,LEMON SHARK OR SANDTIGER SHARK,"M. Vorenberg, H.D. Baldridge, p.191",,
19-Jul-1966,1966,Provoked,USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,M,34,"Arm bitten, PROVOKED INCIDENT",N,18h40,4' SHARK,"News & Courier, 7/20/1966",18,
17-Jul-1966,1966,Unprovoked,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,14,Lacerations to right foot,N,15h00,NAN,"Victoria Advocate, 7/20/1966, p.8",15,
17-Jul-1966,1966,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20,"FATAL, left leg severed",Y,,NAN,"South China Morning Post (Hong Kong), 7/19/1966 ",,
14-Jul-1966,1966,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Swimming,F,25,FATAL,Y,,NAN,H.D.Baldridge (1994) SAF Case #1415,,
03-Jul-1966,1966,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,M,46,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,N,07h00,INVALID,"H.D. Baldridge, p.210",07,SAND
02-Jul-1966,1966,Boat,CARIBBEAN SEA,,Between USA & Cuba,,,,"No injury to occupants, sharks bit chunks from boat",N,,NAN,P. Gilbert; SAF Case #1436,,
22-Jun-1966,1966,Provoked,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,M,15,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,16h00,"LOCAL AUTHORITIES SPECULATED THAT THE WATER WAS TOO COLD FOR SHARKS, BUT A 2.1 M [7'], 200-LB PREGNANT SANDBAR SHARK WAS CAUGHT NEXT DAY",Press clippings,16,
11-Jun-1966,1966,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,18,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,09h00,1.2 M [4'] HAMMERHEAD SHARK,T. Bailey,09,
04-Jun-1966,1966,Unprovoked,USA,Texas,Bolivar Peninsula,Swimming,M,18,Punctures on  thigh & buttock,N,17h00,A SMALL SHARK,D. Holmgreen,17,
02-Jun-1966,1966,Provoked,FRENCH POLYNESIA,Society Islands,Tahiti,Fishing,M,,Arm lacerated by netted shark PROVOKED INCIDENT,N,Afternoon,NAN,"H.D. Baldridge (1994), SAF Case #1434",,
20-May-1966,1966,Sea Disaster,AUSTRALIA,New South Wales,Jervis Bay,Sinking of the dredge World Atlas,M,40,FATAL,Y,Night,NAN," J. Green, p.35",,WHITE
20-May-1966,1966,Unprovoked,AUSTRALIA,New South Wales, Bellingen,Fishing,M,,Foot bitten,N,01h00,1.8 M [6'] SHARK,"Bellingen Courier-Sun; J. Green, p.35",01,
20-May-1966,1966,Sea Disaster,AUSTRALIA,,7 miles offshore on east coast of Australia,Shipwreck,M,38,"FATAL, other human remains bitten by sharks, 13 people missing",Y,Dark,BELIEVED WHITE SHARK AND OTHER SMALLER SPECIES OF SHARKS INVOLVED.,Barker & Ritson,,
16-May-1966,1966,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,M,24,"White shark, 3.7 m [12']  made threat display. No injury, no attack",N,14h00,INVALID,"H.D. Baldridge,p.184; SAF Case  #1412",14,
16-May-1966,1966,Sea Disaster,PHILIPPINES,,Off Cebu,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,130 perished; 136 survived  including a man whose foot was severed by a shark,N,,NAN,"Maryborough Chronicle (Queensland), Lancashire Evening Post  6/20/1966 ",,
08-Apr-1966,1966,Unprovoked,USA,Puerto Rico,,Swimming,M,25,Foot lacerated,N,16h30,NAN,H.D. Baldridge (1994) SAF Case #1483,16,WHITE
Apr-1966,1966,Sea Disaster,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,,Survived,N,,NAN,SAF Case #1413,,
20-Mar-1966,1966,Provoked,AUSTRALIA,New South Wales,Maroubra,Fishing (big game),,,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",N,,"ALLEGED TO INVOLVE A WHITE SHARK, 7.6 M [25'] ",P. W. Gilbert; SAF Case #1435,,WHITE
14-Mar-1966,1966,Sea Disaster,SUDAN,Red Sea,,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,,FATAL,Y,,NAN,"G. Burns; Befast News-Letter, 3/30/1966",,
27-Feb-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Coledale Beach,Treading water,M,13,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",Y,14h00,"WHITE SHARK, 2.5 M [8.25'], AN IMMATURE FEMALE, PREVIOUSLY INJURED","T. B. Gorman & D.J. Dunatan, NSW State Fisheries Laboratories; H.D. Baldridge, p.58; A. Sharpe, pp.77-79; A. MacCormick, p.162",14,
29-Jan-1966,1966,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,M,33,Left leg lacerated by hooked shark  PROVOKED INCIDENT,Y,Afternoon,COPPER SHARK,"Daily News, 2/31/1966; J. Penrith & J. D'Aubrey",,WHITE
25-Jan-1966,1966,Sea Disaster,INDONESIA,North Sumatra,Near Belawan,wreck of the State Oil Company ship Permina,,,Sharks said to have killed some of the 80 people lost,N,,NAN,Sydney Daily Telegraph,,WOBBEGONG
22-Jan-1966,1966,Unprovoked,USA,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),M,29,"Hand, arm & thigh bitten",N,10h00 / 11h00,"WHITE SHARK, 3 M [10'] ","D. Miller & R. Collier; R. Collier, pp.40-41; H.D. Baldridge, p.76",10,
15-Jan-1966,1966,Unprovoked,AUSTRALIA,New South Wales,Bellambi,Spearfishing,M,30,Buttocks bitten,N,,"WOBBEGONG SHARK, 5' ","The Age, 1/17/1966, p.1",,
14-Jan-1966,1966,Sea Disaster,COLUMBIA,,Off Cartagena,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,,"10 survived, 51 perished. ",N,,SHARK INVOLVEMENT NOT CONFIRMED,"Virgin Islands Daily News, 1/17/1966; SAF Case #1399",,
11-Jan-1966,1966,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Riet River,Standing,M,16,Right calf lacerated,N,09h00,1.5 M TO 1.8 M [5' TO 6'] ZAMBESI SHARK,"J.L.B. Smith, J. Wallace, M. Levine, GSAF",09,
10-Jan-1966,1966,Unprovoked,AUSTRALIA,Western Australia,Woodman Point,Jumped into the water,M,43,"Lower leg nipped, arm bruised when he landed in boat",N,,76 CM [2.5'] CARPET SHARK,"West Australian (Perth), 1/20/1966 ",,
09-Jan-1966,1966,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Body surfing,M,15,Lower legs bitten,N,14h00,"1.8 M TO 2 M [6' TO 6'9""] SHARK","J. D’Aubrey, M. Levine, GSAF",14,
08-Jan-1966,1966,Unprovoked,NEW ZEALAND,North Island,"Oakura Beach, Taranaki",Body surfing ,F,15,"FATAL, left leg bitten thigh to calf  ",Y,15h30,NAN,"R.D. Weeks, GSAF; Dr. G. E. Walker",15,
05-Jan-1966,1966,Unprovoked,USA,Florida,"Hollywood, Broward County",Swimming,M,35,Thigh gashed,N,16h00,HAMMERHEAD SHARK,J. Ulsh,16,
Summer of 1996,1996,Invalid,USA,California,"Huntington Beach, Orange County",Walking,F,15,Minor lacerations & abrasions to lower leg. ,N,"""After lunch""",SHARK INVOLVEMENT NOT CONFIRMED,R. Collier,,
28-Dec-1965,1965,Unprovoked,AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island","Spearfishing, but standing in knee-deep water",M,40,Thigh & swim fin bitten,N,,1.8 M [6'] CARPET SHARK,"Orange Daily (NSW), 12/29/1965; T. Peake, GSAF",,
19-Dec-1965,1965,Unprovoked,JOHNSTON ISLAND,,,Freediving,M,,No injury,N,14h00,GREY REEF SHARK,"H.D. Baldridge (1994), SAF Case #1617",14,
10-Dec-1965,1965,Boat,AUSTRALIA,South Australia,Cape Jervis,Fishing,,,No injury to occupants. Shark  gouged planks of boat,N,10h30,15' SHARK,"Adelaide Advertiser, 12/11/1965, SAF Case 1345",10,
21-Nov-1965,1965,Provoked,AUSTRALIA,Queensland,Near Brisbane,Fishing from 34' boat when pulled overboard by hooked shark,M,43,FATAL PROVOKED INCIDENT,Y,,4.6 M [15'] SHARK,"Evening Press (Dublin, Ireland) 11/22/1965 ",,
21-Nov-1965,1965,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,"Left forearm bitten, surgically amputated",Y,23h30,NAN,"P. Resos & J. Souza, Pararescue, 76th Air Rescue Squadron, Hickam AFB, Hawaii",23,NURSE
03-Nov-1965,1965,Invalid,PANAMA,Caribbean Sea,Golfo de los Mosquitos,Argentine Air Force C-54,,,2 life preservers had been bitten by sharks,N,07h32,SHARK INVOLVEMENT NOT CONFIRMED,Tropic Survival School ,07,
03-Nov-1965,1965,Unprovoked,AUSTRALIA,Queensland,Oak Beach,Surfing,M,24,Puncture wounds to right thigh,N,16h30,"GREY NURSE SHARK, 2.4 M [8'] ","Telegraph (Sydney), Mirror (Sydney), Post (Cairns),  11/4/1965; J. Green, p.35",16,
21-Oct-1965,1965,Unprovoked,,,Florida Strait,The boat Caribou II sank,M,39,Survived,N,,NAN,"Lodi News Sentinel, 10/30/1965",,
16-Oct-1965,1965,Unprovoked,BAHAMAS,New Providence Island,Nassau,Sunbathing on beach when he saw child being attacked by the shark,M,32,Right arm & right leg bitten,N,,"1.8 M [6'], 180-LB SHARK","St. Paul Dispatch, 10/27/1965",,
16-Oct-1965,1965,Unprovoked,BAHAMAS,New Providence Island,Nassau,Playing in the water,F,,FATAL,Y,,"1.8 M [6'], 180-LB SHARK","St. Paul Dispatch, 10/27/1965",,
10-Oct-1965,1965,Unprovoked,NEW BRITAIN,West coast,"Outside the reef off Moputu Village, near Talasea","Spearfishing, shot a turtle",M,15,FATAL,Y,,2 SHARKS INVOLVED,Morning Herald (Sydney) 10/17/1965,,
Oct-1965,1965,Unprovoked,PAPUA NEW GUINEA,New Britain,,Wading,M,27,Toe severed,N,,NAN,H.D. Baldridge (1994) SAF Case #1475,,
21-Sep-1965,1965,Provoked,PAPUA NEW GUINEA,Madang Province,Sek Harbor,Spearing fish,M,,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,,"""SMALL SHARK""","South Pacific Post, 9/22/2965; SAF Case #1386",,
12-Sep-1965,1965,Provoked,PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing (rod & line),M,,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,14h00,0.9 M [3'] SHARK,"The Times (London), ",14,
08-Sep-1965,1965,Unprovoked,MEXICO,Veracruz,Playa Villa del Mar,,M,23,Leg & arm bitten,N,18h00,300-KG [662-LB] SHARK,F. Piskur; press clipping dated 9/9/1965,18,
30-Aug-1965,1965,Invalid,PHILIPPINES,,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea","Arsinoe, a French tanker",M,,"One man was lost, but he may have drowned",N,,SHARK INVOLVEMENT NOT CONFIRMED,"Manila Daily Bulletin, 9/3/1965; SAF Case #1388",,LEMON
26-Aug-1965,1965,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15,Right thigh lacerated,N,17h30,NAN,J. Bloodworth; Philadelphia Inquirer 8/27/1965,17,
30-Jul-1964,1964,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,M,,Chest bitten PROVOKED INCIDENT,N,,"LEMON SHARK, 0.5 M","H.D. Baldridge, p. 93",,
26-Jul-1965,1965,Unprovoked,MEXICO,Veracruz,Mocambo,Bathing,M,25,"FATAL, both legs severed ",Y,17h00,NAN,"Latin American Times (New York), 8/3/1965 ",17,
Reported 02-Jul-1965,1965,Boat,BERMUDA,Hamilton,,,,,"No injury to occupant, shark bit boat",N,,NAN,"Daily Express, 7/2/1965; SAF Case #1375",,
19-Jun-1965,1965,Invalid,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,M,,Parallel lacerations on right calf. Thought to be a barracuda bite ,N,,QUESTIONABLE INCIDENT,"Miami Herald, 6/20/1965; SAF Case #1372",,
18-Jun-1965,1965,Invalid,USA,Florida,150 miles southeast of Cape Kennedy,"Diving, retrieving film package from Titan 3C rocket",M,,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",N,,INVALID,"Evening Standard (London) 6/9/1965; Sunday Express (London), 6/20/1965 ",,
09-Jun-1965,1965,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,38,"Right forearm severed, right leg bitten and surgically amputated",N,14h00,NAN,J. Carranza (This is apparently a different case than 1965.05.00.a),14,
Jun-1965,1965,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Huhunoti Island,Spearfishing,M,,Minor injury,N,,NAN,Age (Melbourne) 6/7/1965 ,,
Jun-1965,1965,Unprovoked,SOUTH PACIFIC OCEAN,,,Treading water,M,,"FATAL, body not recovered",Y,Morning, ,H.D.Baldridge (1994) SAF Case #1510,,
29-May-1965,1965,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,"FATAL, left leg & right arm severed ",Y,12h00,NAN,The News (Mexico City) 6/1/1965 ,12,
28-May-1965,1965,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,"FATAL, left arm & right leg severed ",Y,,NAN,The News (Mexico City) 6/1/1965,,
May-Jun-1965,1965,Unprovoked,EGYPT,,,Standing,M,,Leg bitten,N,,NAN,Falconer-Barker,,
May 1965,1965,Unprovoked,JAMAICA,,,Diving,M,,Minor injury,N,,NAN,H.D.Baldridge (1994) SAF Case #1498,,BULL
May 1965,1965,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,35,"Right arm severed, right leg bitten, not known if he survived",N,,NAN,The News (Mexico City) 6/12/1965,,
29-Apr-1965,1965,Unprovoked,USA,Florida,"Hobe Sound, Martin County",,M,49,"Thighs abraded, puncture wounds in dorsal surface of left hand",Y,15h00,BULL SHARK,"M. Vorenberg, GSAF",15,WHITE
25-Apr-1965,1965,Invalid,USA,California,"Pacifica, San Mateo County",Surfing,M,19,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,N,16h00,INVALID,"I. Marais, M. Levine, L. Jones, GSAF",16,TIGER
10-Apr-1965,1965,Unprovoked,USA,Florida,American Shoals off Key West,Spearfishing,M,28,Left hand severely lacerated,Y,11h00,"WHITE SHARK, 10' TO 12' ","J. D. Morgan, M.D. ",11,SPINNER
04-Apr-1965,1965,Unprovoked,PALAU,Western Caroline Islands,Koror,Walking on reef,M,,Right leg bitten,N,15h30,"TIGER SHARK, TOOTH FRAGMENT RECOVERED",P.T. Wilson,15,
04-Apr-1965,1965,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,M,17,Left hand punctured & lacerated,Y,07h15,BLACKTIP OR SPINNER SHARK,"M. Vorenberg, GSAF. R. Greer, M.D.",07,
23-Mar-1965,1965,Invalid,USA,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,M,,"All 16 onboard perished, recovery efforts hampered by sharks",N,11h30,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,Dr. S.D. Caller; SAF Case #1360,11,
